Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","048","Bahrain","5511","Production","F2943","Meat","2020","2020","1000 t","41","E","Estimated value"
"FBS","Food Balances (2010-)","048","Bahrain","5511","Production","F2945","Offals","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","048","Bahrain","5511","Production","F2946","Animal fats","2020","2020","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","048","Bahrain","5511","Production","F2949","Eggs","2020","2020","1000 t","4","E","Estimated value"
"FBS","Food Balances (2010-)","048","Bahrain","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","12","E","Estimated value"
"FBS","Food Balances (2010-)","048","Bahrain","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","15","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","59960","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","9852","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","3683","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","837","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2911","Pulses","2020","2020","1000 t","471","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2912","Treenuts","2020","2020","1000 t","329","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2913","Oilcrops","2020","2020","1000 t","1039","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","689","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2918","Vegetables","2020","2020","1000 t","7434","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","4732","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2922","Stimulants","2020","2020","1000 t","90","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2923","Spices","2020","2020","1000 t","552","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2943","Meat","2020","2020","1000 t","706","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2945","Offals","2020","2020","1000 t","107","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2946","Animal fats","2020","2020","1000 t","56","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2949","Eggs","2020","2020","1000 t","799","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","3578","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","4384.22","E","Estimated value"
"FBS","Food Balances (2010-)","050","Bangladesh","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","3","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","78","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","7","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2911","Pulses","2020","2020","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2913","Oilcrops","2020","2020","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","7","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2918","Vegetables","2020","2020","1000 t","11","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","22","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2943","Meat","2020","2020","1000 t","19","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2945","Offals","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2946","Animal fats","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2949","Eggs","2020","2020","1000 t","3","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","052","Barbados","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","1.48","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","8404","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","5231","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","4011","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","762","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2911","Pulses","2020","2020","1000 t","366","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2912","Treenuts","2020","2020","1000 t","19","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2913","Oilcrops","2020","2020","1000 t","741","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","476","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2918","Vegetables","2020","2020","1000 t","1782","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","805","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","680","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2943","Meat","2020","2020","1000 t","1262","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2945","Offals","2020","2020","1000 t","89","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2946","Animal fats","2020","2020","1000 t","188","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2949","Eggs","2020","2020","1000 t","202","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","7765","E","Estimated value"
"FBS","Food Balances (2010-)","112","Belarus","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","11.13","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","2636","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","3929","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","4784","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","949","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2911","Pulses","2020","2020","1000 t","25","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2912","Treenuts","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2913","Oilcrops","2020","2020","1000 t","40","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","1074","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2918","Vegetables","2020","2020","1000 t","2096","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","618","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","2783","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2943","Meat","2020","2020","1000 t","1804","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2945","Offals","2020","2020","1000 t","122","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2946","Animal fats","2020","2020","1000 t","472","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2949","Eggs","2020","2020","1000 t","115","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","4504","E","Estimated value"
"FBS","Food Balances (2010-)","056","Belgium","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","24.72","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","112","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","1537","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","144","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2911","Pulses","2020","2020","1000 t","10","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2912","Treenuts","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2913","Oilcrops","2020","2020","1000 t","16","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","3","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2918","Vegetables","2020","2020","1000 t","14","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","209","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","19","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2943","Meat","2020","2020","1000 t","22","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2945","Offals","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2946","Animal fats","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2949","Eggs","2020","2020","1000 t","3","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","121.69","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","2203","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","7371","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","76","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","10","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5511","Production","F2911","Pulses","2020","2020","1000 t","184","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5511","Production","F2912","Treenuts","2020","2020","1000 t","192","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5511","Production","F2913","Oilcrops","2020","2020","1000 t","1611","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","178","E","Estimated value"
"FBS","Food Balances (2010-)","204","Benin","5511","Production","F2918","Vegetables","2020","2020","1000 t","703","E","Estimated value"
